id,cwe,class,package,vulnerable_version,fixed_version,version_gap,fix_commit,sink_file,sink_line,entry_dir,rank
CVE-2021-23624,CWE-1321,Zanieczyszczenie prototypu,dotty,0.0.1,0.1.2,minor,https://github.com/deoxxa/dotty/commit/88f61860dcc274a07a263c32cbe9d44c24ef02d7,lib/index.js,147,prototype-pollution\dotty_0.0.1,62
CVE-2021-25915,CWE-1321,Zanieczyszczenie prototypu,changeset,0.1.0,0.2.6,minor,https://github.com/eugeneware/changeset/commit/9e588844edbb9993b32e7366cc799262b4447f99,index.js,81,prototype-pollution\changeset_0.1.0,63
CVE-2021-3918,CWE-1321,Zanieczyszczenie prototypu,json-schema,0.3.0,0.4.0,minor,https://github.com/kriszyp/json-schema/commit/22f146111f541d9737e832823699ad3528ca7741,lib/validate.js,217,prototype-pollution\json-schema_0.3.0,64
fast-json-patch_2.0.4,CWE-1321,Zanieczyszczenie prototypu,fast-json-patch,2.0.4,2.2.1,minor,https://github.com/Starcounter-Jack/JSON-Patch/pull/219/commits/dd5d353f5d65888aeac91359484a73f0e2a9e5bd,lib/core.js,28,prototype-pollution\fast-json-patch_2.0.4,65
i18next_19.7.0,CWE-1321,Zanieczyszczenie prototypu,i18next,19.7.0,19.8.5,minor,https://github.com/i18next/i18next/commit/932f5f662893376254d826e9b01dc4e4c0cd91c0,build/utils.js,391,prototype-pollution\i18next_19.7.0,66
mithril_1.0.0,CWE-1321,Zanieczyszczenie prototypu,mithril,1.0.0,1.1.7,minor,https://github.com/MithrilJS/mithril.js/commit/97fa1788c2184ff4b87fd3f558b7003f9eeee2b1,mithril.js,982,prototype-pollution\mithril_1.0.0,67
objnest_5.0.0,CWE-1321,Zanieczyszczenie prototypu,objnest,5.0.0,5.1.0,minor,https://github.com/okunishinishi/node-objnest/commit/c541e1a775b562d63402a14dac9f8cbc52b116d7,lib/objnest.js,44,prototype-pollution\objnest_5.0.0,68
think-config_1.0.0,CWE-1321,Zanieczyszczenie prototypu,think-config,1.0.0,1.1.3,minor,https://github.com/thinkjs/think-config/commit/31b82468d72f2e1456a27a4827cea378196db6db,index.js,50,prototype-pollution\think-config_1.0.0,69
 CVE-2021-25952,CWE-1321,Zanieczyszczenie prototypu,just-safe-set,1.0.0,2.2.2,major,https://github.com/angus-c/just/commit/dd57a476f4bb9d78c6f60741898dc04c71d2eb53,index.js,36,prototype-pollution\just-safe-set_1.0.0,70
CVE-2020-28273,CWE-1321,Zanieczyszczenie prototypu,set-in,1.0.0,2.0.1,major,https://github.com/ahdinosaur/set-in/commit/e431effa00195a6f06b111e09733cd1445a91a88,index.js,41,prototype-pollution\set-in_1.0.0,71
CVE-2020-7618,CWE-1321,Zanieczyszczenie prototypu,sds,3.2.0,4.0.0,major,https://github.com/monsterkodi/sds/commit/a228f025fd1be033088b7abbc0f77118d573f216,js,34,prototype-pollution\sds_3.2.0,72
CVE-2020-8116,CWE-1321,Zanieczyszczenie prototypu,dot-prop,2.0.0,5.1.1,major,https://github.com/sindresorhus/dot-prop/commit/3039c8c07f6fdaa8b595ec869ae0895686a7a0f2,index.js,32,prototype-pollution\dot-prop_2.0.0,73
CVE-2021-23436,CWE-1321,Zanieczyszczenie prototypu,immer,8.0.0,9.0.6,major,https://github.com/immerjs/immer/commit/fa671e55ee9bd42ae08cc239102b665a23958237,src/plugins/patches.ts,245,prototype-pollution\immer_8.0.0,74
CVE-2021-23440,CWE-1321,Zanieczyszczenie prototypu,set-value,3.0.0,4.0.1,major,https://github.com/jonschlinkert/set-value/commit/7cf8073bb06bf0c15e08475f9f952823b4576452,index.js,41,prototype-pollution\set-value_3.0.0,75
CVE-2021-23444,CWE-1321,Zanieczyszczenie prototypu,jointjs,2.2.1,3.4.2,major,https://github.com/clientIO/joint/commit/e5bf89efef6d5ea572d66870ffd86560de7830a8,dist/joint.min.js,49,prototype-pollution\jointjs_2.2.1,76
CVE-2021-23509,CWE-1321,Zanieczyszczenie prototypu,json-ptr,1.1.0,3.0.0,major,https://github.com/flitbit/json-ptr/commit/5dc458fbad1c382a2e3ca6d62e66ede3d92849ca,index.js,277,prototype-pollution\json-ptr_1.1.0,77
CVE-2021-23807,CWE-1321,Zanieczyszczenie prototypu,jsonpointer,4.0.0,5.0.0,major,https://github.com/janl/node-jsonpointer/commit/a0345f3550cd9c4d89f33b126390202b89510ad4,jsonpointer.js,43,prototype-pollution\jsonpointer_4.0.0,78
CVE-2021-3766,CWE-1321,Zanieczyszczenie prototypu,objection,2.0.0,3.0.0-alpha.5,major,https://github.com/vincit/objection.js/commit/b41aab8dcd78f426f7468dcda541a7aca18a66a6,lib/utils/objectUtils.js,246,prototype-pollution\objection_2.0.0,79
inireader_1.0.0,CWE-1321,Zanieczyszczenie prototypu,inireader,1.0.0,2.0.0,major,https://github.com/Ajnasz/IniReader/commit/c260e4e9050c731dbdb88e1d2e23e851528d3d93,lib/inireadercore.js,310,prototype-pollution\inireader_1.0.0,80
nested-property_0.0.5,CWE-1321,Zanieczyszczenie prototypu,nested-property,0.0.5,3.0.0,major,https://github.com/cosmosio/nested-property/commit/881cf37eb956641fc26011ff66a436eb603c89d1,index.js,95,prototype-pollution\nested-property_0.0.5,81
CVE-2017-16117,CWE-1333,Odmowa uslugi ReDoS,slug,0.9.1,0.9.2,patch,https://github.com/zhuangya/node-slug/commit/e82fccc6b3d850227560db659b17df0e242ae51b,slug.js,64,redos\slug_0.9.1,1
CVE-2017-16118,CWE-1333,Odmowa uslugi ReDoS,forwarded,0.1.0,0.1.2,patch,https://github.com/jshttp/forwarded/commit/d469116eda4931fbe1c0ccb29497b35930bfa328,index.js,27,redos\forwarded_0.1.0,2
CVE-2017-16119,CWE-1333,Odmowa uslugi ReDoS,fresh,0.5.0,0.5.2,patch,https://github.com/jshttp/fresh/commit/21a0f0c2a5f447e0d40bc16be0c23fa98a7b46ec,index.js,61,redos\fresh_0.5.0,3
CVE-2017-18077,CWE-1333,Odmowa uslugi ReDoS,brace-expansion,1.1.6,1.1.7,patch,https://github.com/juliangruber/brace-expansion/pull/35/commits/b13381281cead487cbdbfd6a69fb097ea5e456c3,index.js,109,redos\brace-expansion_1.1.6,4
CVE-2020-26256,CWE-1333,Odmowa uslugi ReDoS,fast-csv,4.3.5,4.3.6,patch,https://github.com/C2FO/fast-csv/commit/4bbd39f26a8cd7382151ab4f5fb102234b2f829e,Parser.js,69,redos\fast-csv_4.3.5,5
CVE-2020-26289,CWE-1333,Odmowa uslugi ReDoS,date-and-time,0.14.1,0.14.2,patch,https://github.com/knowledgecode/date-and-time/commit/9e4b501eacddccc8b1f559fb414f48472ee17c2a,date-and-time.js,141,redos\date-and-time_0.14.1,6
CVE-2020-28500,CWE-1333,Odmowa uslugi ReDoS,lodash,4.17.4,4.17.21,patch,https://github.com/lodash/lodash/commit/c4847ebe7d14540bb28a8b932a9ce1b9ecbfee1a,lodash.js,1172,redos\lodash_4.17.4,7
CVE-2020-7754,CWE-1333,Odmowa uslugi ReDoS,npm-user-validate,1.0.0,1.0.1,patch,https://github.com/npm/npm-user-validate/commit/c8a87dac1a4cc6988b5418f30411a8669bef204e,npm-user-validate.js,48,redos\npm-user-validate_1.0.0,8
CVE-2020-7760,CWE-1333,Odmowa uslugi ReDoS,codemirror,5.58.0,5.58.2,patch,https://github.com/codemirror/CodeMirror/commit/55d0333907117c9231ffdf555ae8824705993bbb,jasmineAsyncInstall.js,106,redos\codemirror_5.58.0,9
CVE-2021-23346,CWE-1333,Odmowa uslugi ReDoS,html-parse-stringify,2.0.0,2.0.1,patch,https://github.com/HenrikJoreteg/html-parse-stringify/commit/c7274a48e59c92b2b7e906fedf9065159e73fe12,html-parse-stringify.js,1,redos\html-parse-stringify_2.0.0,10
CVE-2021-23362,CWE-1333,Odmowa uslugi ReDoS,hosted-git-info,3.0.0,3.0.8,patch,https://github.com/npm/hosted-git-info/commit/bede0dc38e1785e732bf0a48ba6f81a4a908eba3,index.js,44,redos\hosted-git-info_3.0.0,11
CVE-2021-23364,CWE-1333,Odmowa uslugi ReDoS,browserslist,4.16.4,4.16.5,patch,https://github.com/browserslist/browserslist/commit/c091916910dfe0b5fd61caad96083c6709b02d98,index.js,333,redos\browserslist_4.16.4,12
CVE-2021-23371,CWE-1333,Odmowa uslugi ReDoS,chrono-node,2.2.3,2.2.4,patch,https://github.com/wanasit/chrono/commit/98815b57622443b5c498a427210ebd603d705f4c,chrono.js,42,redos\chrono-node_2.2.3,13
CVE-2021-23392,CWE-1333,Odmowa uslugi ReDoS,locutus,2.0.10,2.0.15,patch,https://github.com/locutusjs/locutus/commit/eb863321990e7e5514aa14f68b8d9978ece9e65e,inet_pton.js,30,redos\locutus_2.0.10,14
CVE-2021-23425,CWE-1333,Odmowa uslugi ReDoS,trim-off-newlines,1.0.0,1.0.3,patch,https://github.com/stevemao/trim-off-newlines/commit/6226c958cbbac284a840010eb1f6617fb99a5645,index.js,6,redos\trim-off-newlines_1.0.0,15
CVE-2021-27290,CWE-1333,Odmowa uslugi ReDoS,ssri,8.0.0,8.0.1,patch,https://github.com/npm/ssri/commit/76e223317d971f19e4db8191865bdad5edee40d2,index.js,123,redos\ssri_8.0.0,16
CVE-2021-27292,CWE-1333,Odmowa uslugi ReDoS,ua-parser-js,0.7.22,0.7.24,patch,https://github.com/faisalman/ua-parser-js/commit/809439e20e273ce0d25c1d04e111dcf6011eb566,ua-parser.js,98,redos\ua-parser-js_0.7.22,17
CVE-2021-29060,CWE-1333,Odmowa uslugi ReDoS,color-string,1.5.4,1.5.5,patch,https://github.com/Qix-/color-string/commit/0789e21284c33d89ebc4ab4ca6f759b9375ac9d3,index.js,154,redos\color-string_1.5.4,18
CVE-2021-33502,CWE-1333,Odmowa uslugi ReDoS,normalize-url,6.0.0,6.0.1,patch,https://github.com/sindresorhus/normalize-url/commit/b1fdb5120b6d27a88400d8800e67ff5a22bd2103,index.js,12,redos\normalize-url_6.0.0,19
CVE-2021-36716,CWE-1333,Odmowa uslugi ReDoS,is-email,1.0.0,1.0.1,patch,https://github.com/segmentio/is-email/commit/060ecedf345729f11ad857ccaf7a915ff6797739,index.js,13,redos\is-email_1.0.0,20
CVE-2021-3749,CWE-1333,Odmowa uslugi ReDoS,axios,0.21.0,0.21.3,patch,https://github.com/axios/axios/commit/5b457116e31db0e88fede6c428e969e87f290929,utils.js,190,redos\axios_0.21.0,21
CVE-2021-3777,CWE-1333,Odmowa uslugi ReDoS,tmpl,1.0.0,1.0.5,patch,https://github.com/daaku/nodejs-tmpl/commit/4c654e4d1542f329ed561fd95ccd80f30c6872d6,tmpl.js,8,redos\tmpl_1.0.0,22
CVE-2021-3795,CWE-1333,Odmowa uslugi ReDoS,semver-regex,3.1.1,3.1.3,patch,https://github.com/sindresorhus/semver-regex/commit/11c66245f4e1976dccc52977ed183696a21a3fd7,jasmineAsyncInstall.js,106,redos\semver-regex_3.1.1,23
CVE-2021-3803,CWE-1333,Odmowa uslugi ReDoS,nth-check,2.0.0,2.0.1,patch,https://github.com/fb55/nth-check/commit/9894c1d2010870c351f66c6f6efcf656e26bb726,parse.js,22,redos\nth-check_2.0.0,24
clean-css_4.1.10,CWE-1333,Odmowa uslugi ReDoS,clean-css,4.1.10,4.1.11,patch,https://github.com/jakubpawlowicz/clean-css/commit/2929bafbf8cdf7dccb24e0949c70833764fa87e3,validator.js,418,redos\clean-css_4.1.10,25
colors-cli_1.0.25,CWE-1333,Odmowa uslugi ReDoS,colors-cli,1.0.25,1.0.28,patch,https://github.com/jaywcjlove/colors-cli/commit/78ee15ba9111ddee1cc0640ccd79369525bd57b8,color-safe.js,60,redos\colors-cli_1.0.25,26
ducktype_1.2.0,CWE-1333,Odmowa uslugi ReDoS,ducktype,1.2.0,1.2.1,patch,https://github.com/josdejong/ducktype/commit/d8b4c902598c9104d5c56225c3fffcbe1368eff6,ducktype.js,165,redos\ducktype_1.2.0,27
email-existence_0.1.5,CWE-1333,Odmowa uslugi ReDoS,email-existence,0.1.5,0.1.6,patch,https://github.com/nmanousos/email-existence/commit/0029ba71b6ad0d8ec0baa2ecc6256d038bdd9b56,index.js,8,redos\email-existence_0.1.5,28
highlight.js_10.4.0,CWE-1333,Odmowa uslugi ReDoS,highlight.js,10.4.0,10.4.1,patch,https://github.com/highlightjs/highlight.js/commit/373b9d862401162e832ce77305e49b859e110f9c,core.js,858,redos\highlight.js_10.4.0,29
is-my-json-valid_2.20.1,CWE-1333,Odmowa uslugi ReDoS,is-my-json-valid,2.20.1,2.20.2,patch,https://github.com/mafintosh/is-my-json-valid/commit/c3fc04fc455d40e9b29537f8e2c73a28ce106edb,index.js,172,redos\is-my-json-valid_2.20.1,30
minimatch_3.0.0,CWE-1333,Odmowa uslugi ReDoS,minimatch,3.0.0,3.0.2,patch,https://github.com/isaacs/minimatch/commit/6944abf9e0694bd22fd9dad293faa40c2bc8a955,minimatch.js,167,redos\minimatch_3.0.0,31
natural_5.1.0,CWE-1333,Odmowa uslugi ReDoS,natural,5.1.0,5.1.11,patch,https://github.com/NaturalNode/natural/commit/90e85afb20e76560bc555d83abad3bc919388381,dice_coefficient.js,54,redos\natural_5.1.0,32
ramda_0.27.1,CWE-1333,Odmowa uslugi ReDoS,ramda,0.27.1,0.27.2,patch,https://github.com/ramda/ramda/commit/37af6ae2ca8b94656996dd27fb0a1f208d69134e,trim.js,33,redos\ramda_0.27.1,33
terminal-kit_2.1.0,CWE-1333,Odmowa uslugi ReDoS,terminal-kit,2.1.0,2.1.8,patch,https://github.com/cronvel/terminal-kit/commit/a2e446cc3927b559d0281683feb9b821e83b758c,misc.js,185,redos\terminal-kit_2.1.0,34
truncate_2.0.0,CWE-1333,Odmowa uslugi ReDoS,truncate,2.0.0,2.0.1,patch,https://github.com/FGRibreau/node-truncate/commit/a3cea056427b2dfbbffebf24a95419b09db23b22,truncate.js,47,redos\truncate_2.0.0,35
CVE-2017-16136,CWE-1333,Odmowa uslugi ReDoS,method-override,2.0.0,2.3.10,minor,https://github.com/expressjs/method-override/commit/4c58835a61fdf7a8e070d6f8ecd5379a961d0987,index.js,113,redos\method-override_2.0.0,36
CVE-2020-1920,CWE-1333,Odmowa uslugi ReDoS,react-native,0.63.0-rc.0,0.64.1,minor,https://github.com/facebook/react-native/commit/ca09ae82715e33c9ac77b3fa55495cf84ba891c7,jasmineAsyncInstall.js,106,redos\react-native_0.63.0-rc.0,37
CVE-2020-28496,CWE-1333,Odmowa uslugi ReDoS,three,0.122.0,0.125.0,minor,https://github.com/mrdoob/three.js/pull/21143/commits/4a582355216b620176a291ff319d740e619d583e,three.js,6333,redos\three_0.122.0,38
CVE-2021-23353,CWE-1333,Odmowa uslugi ReDoS,jspdf,2.1.1,2.3.1,minor,https://github.com/MrRio/jsPDF/commit/d8bb3b39efcd129994f7a3b01b632164144ec43e,jspdf.node.min.js,86,redos\jspdf_2.1.1,39
CVE-2021-23367,CWE-1333,Odmowa uslugi ReDoS,is-svg,4.2.2,4.3.0,minor,https://github.com/sindresorhus/is-svg/commit/732fc72779840c45a30817d3fe28e12058592b02,index.js,21,redos\is-svg_4.2.2,40
CVE-2021-32640,CWE-1333,Odmowa uslugi ReDoS,ws,7.0.0,7.4.6,minor,https://github.com/websockets/ws/commit/00c425ec77993773d823f018f64a5c44e17023ff,jasmineAsyncInstall.js,106,redos\ws_7.0.0,41
dirty-json_0.4.0,CWE-1333,Odmowa uslugi ReDoS,dirty-json,0.4.0,0.5.2,minor,https://github.com/RyanMarcus/dirty-json/commit/0b9c15e26699538a11e08e0f168af558392dadbe,utils.js,391,redos\dirty-json_0.4.0,42
ethers_5.2.0,CWE-1333,Odmowa uslugi ReDoS,ethers,5.2.0,5.4.7,minor,https://github.com/ethers-io/ethers.js/commit/32a6b2a362815eb85ce3f3abad5adf92f2b80e10,fixednumber.js,97,redos\ethers_5.2.0,43
mobile-detect_1.3.6,CWE-1333,Odmowa uslugi ReDoS,mobile-detect,1.3.6,1.4.0,minor,https://github.com/hgoebl/mobile-detect.js/commit/7222f6e75cf8cd90e1dc53e445716203eaf79d8a,mobile-detect.js,375,redos\mobile-detect_1.3.6,44
papaparse_5.1.1,CWE-1333,Odmowa uslugi ReDoS,papaparse,5.1.1,5.2.0,minor,https://github.com/mholt/PapaParse/commit/235a12758cd77266d2e98fd715f53536b34ad621,papaparse.js,1142,redos\papaparse_5.1.1,45
CVE-2017-16138,CWE-1333,Odmowa uslugi ReDoS,mime,1.4.0,2.0.3,major,https://github.com/broofa/node-mime/commit/1df903fdeb9ae7eaa048795b8d580ce2c98f40b0,mime.js,70,redos\mime_1.4.0,46
CVE-2021-21306,CWE-1333,Odmowa uslugi ReDoS,marked,0.3.6,2.0.0,major,https://github.com/markedjs/marked/commit/7293251c438e3ee968970f7609f1a27f9007bccd,marked.js,662,redos\marked_0.3.6,47
CVE-2021-23388,CWE-1333,Odmowa uslugi ReDoS,ms,0.7.0,1.2.1,major,https://github.com/caolan/forms/pull/214/commits/d4bd5b5febfe49c1f585f162e04ec810f8dc47a0,index.js,41,redos\ms_0.7.0,48
CVE-2021-35065,CWE-1333,Odmowa uslugi ReDoS,glob-parent,5.0.0,6.0.1,major,https://github.com/gulpjs/glob-parent/commit/3e9f04a3b4349db7e1962d87c9a7398cda51f339,index.js,20,redos\glob-parent_5.0.0,49
content_3.0.5,CWE-1333,Odmowa uslugi ReDoS,content,3.0.5,4.0.4,major,https://github.com/hapijs/content/commit/96beb34f7c38a08d024dbf9cd63865c56e2955d9,index.js,84,redos\content_3.0.5,50
valid-email_0.0.1,CWE-1333,Odmowa uslugi ReDoS,valid-email,0.0.1,1.0.0,major,https://github.com/johnhenry/valid-email/commit/624ffa60b42bed8c577a679d682dda286b4603e6,utils.js,391,redos\valid-email_0.0.1,51
